order_id,Category,sub_category,product_id,cost_price,list_price,Quantity,discount_percent,Discount_value,selling_price,profit
5882,Office Supplies,Paper,OFF-PA-10000100,340,370,9,4,14.8,355.2,15.199999999999989
5883,Furniture,Chairs,FUR-CH-10002880,830,890,9,4,35.6,854.4,24.399999999999977
5884,Furniture,Furnishings,FUR-FU-10004712,20,30,2,4,1.2,28.8,8.8
5885,Office Supplies,Supplies,OFF-SU-10000151,4320,4910,3,2,98.2,4811.8,491.8000000000002
5886,Office Supplies,Binders,OFF-BI-10000136,10,10,3,2,0.2,9.8,-0.1999999999999993
5887,Technology,Accessories,TEC-AC-10003610,160,180,3,3,5.3999999999999995,174.6,14.599999999999994
5888,Office Supplies,Storage,OFF-ST-10001837,30,40,1,5,2.0,38.0,8.0
5889,Office Supplies,Paper,OFF-PA-10001952,40,50,2,4,2.0,48.0,8.0
5890,Office Supplies,Binders,OFF-BI-10002414,30,30,2,4,1.2,28.8,-1.1999999999999993
5891,Office Supplies,Paper,OFF-PA-10001790,30,40,1,3,1.2,38.8,8.799999999999997
5892,Office Supplies,Storage,OFF-ST-10001590,20,20,2,5,1.0,19.0,-1.0
5893,Technology,Accessories,TEC-AC-10003657,70,80,3,2,1.6,78.4,8.400000000000006
5894,Office Supplies,Binders,OFF-BI-10004876,0,0,1,3,0.0,0.0,0.0
5895,Office Supplies,Storage,OFF-ST-10003123,90,100,3,3,3.0,97.0,7.0
5896,Office Supplies,Labels,OFF-LA-10003498,40,40,3,2,0.8,39.2,-0.7999999999999972
5897,Office Supplies,Paper,OFF-PA-10004947,20,20,5,3,0.6,19.4,-0.6000000000000014
5898,Furniture,Furnishings,FUR-FU-10003799,70,70,4,4,2.8000000000000003,67.2,-2.799999999999997
5899,Technology,Phones,TEC-PH-10000673,230,260,4,3,7.8,252.2,22.19999999999999
5900,Office Supplies,Envelopes,OFF-EN-10002621,10,10,1,4,0.4,9.6,-0.40000000000000036
5901,Office Supplies,Binders,OFF-BI-10004528,20,20,9,5,1.0,19.0,-1.0
5902,Furniture,Furnishings,FUR-FU-10001889,30,30,3,4,1.2,28.8,-1.1999999999999993
5903,Office Supplies,Paper,OFF-PA-10000157,60,60,3,4,2.4,57.6,-2.3999999999999986
5904,Office Supplies,Paper,OFF-PA-10002764,40,50,4,4,2.0,48.0,8.0
5905,Office Supplies,Paper,OFF-PA-10000143,30,30,5,4,1.2,28.8,-1.1999999999999993
5906,Office Supplies,Labels,OFF-LA-10000414,30,40,4,3,1.2,38.8,8.799999999999997
5907,Technology,Accessories,TEC-AC-10003441,20,20,1,4,0.8,19.2,-0.8000000000000007
5908,Office Supplies,Binders,OFF-BI-10002353,20,20,2,3,0.6,19.4,-0.6000000000000014
5909,Office Supplies,Appliances,OFF-AP-10001303,50,60,3,3,1.7999999999999998,58.2,8.200000000000003
5910,Furniture,Furnishings,FUR-FU-10003026,10,10,3,4,0.4,9.6,-0.40000000000000036
5911,Office Supplies,Binders,OFF-BI-10000632,80,100,3,2,2.0,98.0,18.0
5912,Office Supplies,Storage,OFF-ST-10001328,40,50,3,3,1.5,48.5,8.5
5913,Office Supplies,Supplies,OFF-SU-10004661,20,30,3,5,1.5,28.5,8.5
5914,Office Supplies,Storage,OFF-ST-10000617,10,10,5,2,0.2,9.8,-0.1999999999999993
5915,Office Supplies,Labels,OFF-LA-10002762,70,90,7,4,3.6,86.4,16.400000000000006
5916,Furniture,Chairs,FUR-CH-10001973,180,200,2,2,4.0,196.0,16.0
5917,Office Supplies,Storage,OFF-ST-10003058,80,90,4,2,1.8,88.2,8.200000000000003
5918,Furniture,Bookcases,FUR-BO-10004834,3810,4230,6,5,211.5,4018.5,208.5
5919,Furniture,Bookcases,FUR-BO-10002213,1720,2000,5,4,80.0,1920.0,200.0
5920,Technology,Phones,TEC-PH-10002170,200,210,3,4,8.4,201.6,1.5999999999999943
5921,Technology,Accessories,TEC-AC-10003033,550,660,2,5,33.0,627.0,77.0
5922,Office Supplies,Paper,OFF-PA-10004071,100,110,2,3,3.3,106.7,6.700000000000003
5923,Technology,Phones,TEC-PH-10000169,60,70,4,2,1.4000000000000001,68.6,8.599999999999994
5924,Furniture,Tables,FUR-TA-10002958,250,310,2,5,15.5,294.5,44.5
5925,Office Supplies,Art,OFF-AR-10001177,20,20,7,4,0.8,19.2,-0.8000000000000007
5926,Technology,Accessories,TEC-AC-10004975,1010,1100,10,4,44.0,1056.0,46.0
5927,Furniture,Tables,FUR-TA-10001086,1100,1220,8,5,61.0,1159.0,59.0
5928,Office Supplies,Labels,OFF-LA-10000240,10,10,1,2,0.2,9.8,-0.1999999999999993
5929,Furniture,Furnishings,FUR-FU-10002107,10,10,4,4,0.4,9.6,-0.40000000000000036
5930,Furniture,Bookcases,FUR-BO-10001519,90,90,3,4,3.6,86.4,-3.5999999999999943
5931,Office Supplies,Paper,OFF-PA-10004100,20,20,3,3,0.6,19.4,-0.6000000000000014
5932,Technology,Phones,TEC-PH-10001363,630,680,2,2,13.6,666.4,36.39999999999998
5933,Office Supplies,Storage,OFF-ST-10004835,10,10,3,4,0.4,9.6,-0.40000000000000036
5934,Technology,Accessories,TEC-AC-10002018,20,20,3,2,0.4,19.6,-0.3999999999999986
5935,Technology,Accessories,TEC-AC-10003033,490,530,2,2,10.6,519.4,29.399999999999977
5936,Furniture,Furnishings,FUR-FU-10000221,30,30,5,4,1.2,28.8,-1.1999999999999993
5937,Technology,Phones,TEC-PH-10001198,160,180,3,3,5.3999999999999995,174.6,14.599999999999994
5938,Technology,Phones,TEC-PH-10002564,60,70,3,3,2.1,67.9,7.900000000000006
5939,Technology,Phones,TEC-PH-10003811,90,100,1,2,2.0,98.0,8.0
5940,Office Supplies,Labels,OFF-LA-10004178,10,10,4,2,0.2,9.8,-0.1999999999999993
5941,Technology,Accessories,TEC-AC-10001465,370,440,12,2,8.8,431.2,61.19999999999999
5942,Office Supplies,Art,OFF-AR-10000940,10,10,2,2,0.2,9.8,-0.1999999999999993
5943,Technology,Phones,TEC-PH-10001700,190,210,4,4,8.4,201.6,11.599999999999994
5944,Furniture,Furnishings,FUR-FU-10000771,10,10,1,4,0.4,9.6,-0.40000000000000036
5945,Technology,Accessories,TEC-AC-10002399,80,100,5,5,5.0,95.0,15.0
5946,Office Supplies,Paper,OFF-PA-10004983,20,30,4,3,0.8999999999999999,29.1,9.100000000000001
5947,Office Supplies,Storage,OFF-ST-10004258,50,50,4,3,1.5,48.5,-1.5
5948,Office Supplies,Binders,OFF-BI-10004040,30,30,5,3,0.8999999999999999,29.1,-0.8999999999999986
5949,Office Supplies,Envelopes,OFF-EN-10003862,30,40,4,3,1.2,38.8,8.799999999999997
5950,Technology,Accessories,TEC-AC-10004571,280,300,3,3,9.0,291.0,11.0
5951,Office Supplies,Appliances,OFF-AP-10000891,240,260,2,4,10.4,249.6,9.599999999999994
5952,Office Supplies,Binders,OFF-BI-10002026,210,230,6,2,4.6000000000000005,225.4,15.400000000000006
5953,Office Supplies,Paper,OFF-PA-10001826,20,20,4,4,0.8,19.2,-0.8000000000000007
5954,Office Supplies,Art,OFF-AR-10001231,10,10,5,5,0.5,9.5,-0.5
5955,Furniture,Furnishings,FUR-FU-10000409,20,20,2,5,1.0,19.0,-1.0
5956,Furniture,Bookcases,FUR-BO-10002545,430,520,4,2,10.4,509.6,79.60000000000002
5957,Office Supplies,Storage,OFF-ST-10002756,550,680,5,3,20.4,659.6,109.60000000000002
5958,Office Supplies,Appliances,OFF-AP-10003842,130,150,5,4,6.0,144.0,14.0
5959,Office Supplies,Envelopes,OFF-EN-10004459,30,30,4,3,0.8999999999999999,29.1,-0.8999999999999986
5960,Furniture,Chairs,FUR-CH-10003746,720,770,3,3,23.099999999999998,746.9,26.899999999999977
5961,Furniture,Furnishings,FUR-FU-10003142,20,20,4,3,0.6,19.4,-0.6000000000000014
5962,Technology,Phones,TEC-PH-10001425,480,580,9,3,17.4,562.6,82.60000000000002
5963,Office Supplies,Appliances,OFF-AP-10001626,10,10,2,2,0.2,9.8,-0.1999999999999993
5964,Office Supplies,Paper,OFF-PA-10003625,100,120,4,2,2.4,117.6,17.599999999999994
5965,Office Supplies,Supplies,OFF-SU-10004768,20,20,3,2,0.4,19.6,-0.3999999999999986
5966,Office Supplies,Storage,OFF-ST-10000777,210,230,6,2,4.6000000000000005,225.4,15.400000000000006
5967,Technology,Phones,TEC-PH-10003171,100,110,3,5,5.5,104.5,4.5
5968,Office Supplies,Paper,OFF-PA-10001033,70,80,2,5,4.0,76.0,6.0
5969,Office Supplies,Paper,OFF-PA-10000418,90,100,1,4,4.0,96.0,6.0
5970,Office Supplies,Binders,OFF-BI-10001982,10,10,2,5,0.5,9.5,-0.5
5971,Office Supplies,Paper,OFF-PA-10002230,20,20,4,2,0.4,19.6,-0.3999999999999986
5972,Furniture,Furnishings,FUR-FU-10003577,40,40,3,4,1.6,38.4,-1.6000000000000014
5973,Furniture,Bookcases,FUR-BO-10001811,210,240,1,5,12.0,228.0,18.0
5974,Office Supplies,Appliances,OFF-AP-10003779,360,410,2,4,16.4,393.6,33.60000000000002
5975,Office Supplies,Storage,OFF-ST-10000676,310,390,5,3,11.7,378.3,68.30000000000001
5976,Office Supplies,Storage,OFF-ST-10001496,330,360,2,3,10.799999999999999,349.2,19.19999999999999
5977,Office Supplies,Paper,OFF-PA-10003673,10,10,2,2,0.2,9.8,-0.1999999999999993
5978,Technology,Phones,TEC-PH-10004614,490,550,10,4,22.0,528.0,38.0
5979,Furniture,Tables,FUR-TA-10001039,340,430,5,4,17.2,412.8,72.80000000000001
5980,Office Supplies,Binders,OFF-BI-10000474,20,30,2,3,0.8999999999999999,29.1,9.100000000000001
5981,Furniture,Chairs,FUR-CH-10004698,140,160,2,5,8.0,152.0,12.0
5982,Office Supplies,Storage,OFF-ST-10003327,20,20,2,3,0.6,19.4,-0.6000000000000014
5983,Office Supplies,Paper,OFF-PA-10000232,10,10,2,5,0.5,9.5,-0.5
5984,Office Supplies,Paper,OFF-PA-10003657,20,20,6,4,0.8,19.2,-0.8000000000000007
5985,Furniture,Furnishings,FUR-FU-10001185,160,190,6,5,9.5,180.5,20.5
5986,Office Supplies,Binders,OFF-BI-10003007,70,80,2,3,2.4,77.6,7.599999999999994
5987,Office Supplies,Storage,OFF-ST-10002485,80,90,4,2,1.8,88.2,8.200000000000003
5988,Office Supplies,Paper,OFF-PA-10001033,210,250,6,2,5.0,245.0,35.0
5989,Office Supplies,Binders,OFF-BI-10000404,10,10,1,2,0.2,9.8,-0.1999999999999993
5990,Furniture,Bookcases,FUR-BO-10003546,460,500,5,5,25.0,475.0,15.0
5991,Office Supplies,Binders,OFF-BI-10004390,1980,2360,7,5,118.0,2242.0,262.0
5992,Technology,Phones,TEC-PH-10001700,310,370,7,3,11.1,358.9,48.89999999999998
5993,Furniture,Chairs,FUR-CH-10003396,170,180,3,2,3.6,176.4,6.400000000000006
5994,Office Supplies,Storage,OFF-ST-10001558,50,60,5,4,2.4,57.6,7.600000000000001
5995,Office Supplies,Supplies,OFF-SU-10004782,10,10,2,2,0.2,9.8,-0.1999999999999993
5996,Furniture,Chairs,FUR-CH-10003298,400,460,5,4,18.400000000000002,441.6,41.60000000000002
5997,Office Supplies,Appliances,OFF-AP-10000576,350,390,4,5,19.5,370.5,20.5
5998,Furniture,Tables,FUR-TA-10003008,260,330,3,4,13.200000000000001,316.8,56.80000000000001
5999,Furniture,Chairs,FUR-CH-10001708,280,340,3,3,10.2,329.8,49.80000000000001
6000,Office Supplies,Paper,OFF-PA-10000019,20,30,4,5,1.5,28.5,8.5
6001,Office Supplies,Paper,OFF-PA-10002222,90,90,4,2,1.8,88.2,-1.7999999999999972
6002,Furniture,Furnishings,FUR-FU-10002553,90,90,3,2,1.8,88.2,-1.7999999999999972
6003,Office Supplies,Binders,OFF-BI-10002103,10,10,2,2,0.2,9.8,-0.1999999999999993
6004,Office Supplies,Binders,OFF-BI-10002794,10,10,1,3,0.3,9.7,-0.3000000000000007
6005,Furniture,Furnishings,FUR-FU-10002597,20,20,4,5,1.0,19.0,-1.0
6006,Furniture,Chairs,FUR-CH-10003535,100,110,2,3,3.3,106.7,6.700000000000003
6007,Technology,Phones,TEC-PH-10001527,110,130,3,5,6.5,123.5,13.5
6008,Furniture,Furnishings,FUR-FU-10004006,110,130,3,2,2.6,127.4,17.400000000000006
6009,Office Supplies,Paper,OFF-PA-10000595,60,70,3,5,3.5,66.5,6.5
6010,Office Supplies,Storage,OFF-ST-10000798,60,70,3,3,2.1,67.9,7.900000000000006
6011,Technology,Machines,TEC-MA-10004002,2240,2550,6,2,51.0,2499.0,259.0
6012,Office Supplies,Envelopes,OFF-EN-10003296,230,270,3,4,10.8,259.2,29.19999999999999
6013,Technology,Phones,TEC-PH-10004345,260,290,3,3,8.7,281.3,21.30000000000001
6014,Office Supplies,Paper,OFF-PA-10004405,10,10,5,5,0.5,9.5,-0.5
6015,Technology,Phones,TEC-PH-10002885,3790,4160,8,3,124.8,4035.2,245.19999999999982
6016,Furniture,Furnishings,FUR-FU-10000747,80,90,2,4,3.6,86.4,6.400000000000006
6017,Furniture,Furnishings,FUR-FU-10001918,30,30,7,4,1.2,28.8,-1.1999999999999993
6018,Office Supplies,Paper,OFF-PA-10003309,20,20,3,4,0.8,19.2,-0.8000000000000007
6019,Office Supplies,Paper,OFF-PA-10001977,50,60,1,3,1.7999999999999998,58.2,8.200000000000003
6020,Office Supplies,Appliances,OFF-AP-10002892,80,90,5,2,1.8,88.2,8.200000000000003
6021,Office Supplies,Appliances,OFF-AP-10002222,20,20,2,4,0.8,19.2,-0.8000000000000007
6022,Technology,Accessories,TEC-AC-10000158,60,70,2,5,3.5,66.5,6.5
6023,Office Supplies,Envelopes,OFF-EN-10002600,10,10,3,2,0.2,9.8,-0.1999999999999993
6024,Technology,Accessories,TEC-AC-10004855,60,70,2,3,2.1,67.9,7.900000000000006
6025,Office Supplies,Appliances,OFF-AP-10000938,590,650,8,4,26.0,624.0,34.0
6026,Office Supplies,Paper,OFF-PA-10002195,10,10,2,4,0.4,9.6,-0.40000000000000036
6027,Office Supplies,Fasteners,OFF-FA-10002701,10,10,5,2,0.2,9.8,-0.1999999999999993
6028,Technology,Phones,TEC-PH-10003589,60,70,5,2,1.4000000000000001,68.6,8.599999999999994
6029,Office Supplies,Art,OFF-AR-10003752,20,20,2,5,1.0,19.0,-1.0
6030,Office Supplies,Art,OFF-AR-10003829,10,10,3,5,0.5,9.5,-0.5
6031,Furniture,Chairs,FUR-CH-10000155,200,240,1,2,4.8,235.2,35.19999999999999
6032,Furniture,Furnishings,FUR-FU-10003142,20,20,4,5,1.0,19.0,-1.0
6033,Office Supplies,Supplies,OFF-SU-10001218,40,50,5,5,2.5,47.5,7.5
6034,Furniture,Furnishings,FUR-FU-10002963,20,20,3,3,0.6,19.4,-0.6000000000000014
6035,Office Supplies,Appliances,OFF-AP-10002578,20,20,2,5,1.0,19.0,-1.0
6036,Office Supplies,Binders,OFF-BI-10003925,270,310,4,2,6.2,303.8,33.80000000000001
6037,Furniture,Furnishings,FUR-FU-10003347,30,40,3,5,2.0,38.0,8.0
6038,Office Supplies,Binders,OFF-BI-10000315,100,110,6,4,4.4,105.6,5.599999999999994
6039,Office Supplies,Storage,OFF-ST-10002583,120,130,4,2,2.6,127.4,7.400000000000006
6040,Office Supplies,Art,OFF-AR-10003469,10,10,3,5,0.5,9.5,-0.5
6041,Technology,Phones,TEC-PH-10001817,730,860,3,2,17.2,842.8,112.79999999999995
6042,Technology,Machines,TEC-MA-10001031,460,510,3,2,10.200000000000001,499.8,39.80000000000001
6043,Furniture,Furnishings,FUR-FU-10002088,10,10,2,3,0.3,9.7,-0.3000000000000007
6044,Furniture,Chairs,FUR-CH-10001482,250,310,3,5,15.5,294.5,44.5
6045,Office Supplies,Paper,OFF-PA-10001526,30,30,7,3,0.8999999999999999,29.1,-0.8999999999999986
6046,Furniture,Furnishings,FUR-FU-10002937,200,240,3,4,9.6,230.4,30.400000000000006
6047,Furniture,Tables,FUR-TA-10001771,580,690,3,4,27.6,662.4,82.39999999999998
6048,Office Supplies,Binders,OFF-BI-10003305,20,20,9,3,0.6,19.4,-0.6000000000000014
6049,Office Supplies,Binders,OFF-BI-10001359,1160,1350,5,2,27.0,1323.0,163.0
6050,Office Supplies,Paper,OFF-PA-10000483,150,170,7,5,8.5,161.5,11.5
6051,Office Supplies,Art,OFF-AR-10000658,60,60,5,2,1.2,58.8,-1.2000000000000028
6052,Office Supplies,Appliances,OFF-AP-10001205,260,270,5,2,5.4,264.6,4.600000000000023
6053,Office Supplies,Paper,OFF-PA-10002586,10,10,3,2,0.2,9.8,-0.1999999999999993
6054,Furniture,Furnishings,FUR-FU-10004963,30,30,4,2,0.6,29.4,-0.6000000000000014
6055,Office Supplies,Binders,OFF-BI-10002071,10,10,7,4,0.4,9.6,-0.40000000000000036
6056,Office Supplies,Binders,OFF-BI-10001617,0,0,1,5,0.0,0.0,0.0
6057,Office Supplies,Paper,OFF-PA-10004665,70,80,8,2,1.6,78.4,8.400000000000006
6058,Office Supplies,Envelopes,OFF-EN-10001990,10,10,2,3,0.3,9.7,-0.3000000000000007
6059,Office Supplies,Paper,OFF-PA-10000587,40,40,5,4,1.6,38.4,-1.6000000000000014
6060,Technology,Accessories,TEC-AC-10004859,30,30,2,3,0.8999999999999999,29.1,-0.8999999999999986
6061,Office Supplies,Storage,OFF-ST-10001476,120,140,4,4,5.6000000000000005,134.4,14.400000000000006
6062,Office Supplies,Art,OFF-AR-10002804,10,10,3,4,0.4,9.6,-0.40000000000000036
6063,Technology,Copiers,TEC-CO-10004202,1040,1200,5,5,60.0,1140.0,100.0
6064,Office Supplies,Paper,OFF-PA-10001307,10,10,3,5,0.5,9.5,-0.5
6065,Office Supplies,Paper,OFF-PA-10001667,20,20,3,2,0.4,19.6,-0.3999999999999986
6066,Office Supplies,Labels,OFF-LA-10001569,20,20,6,4,0.8,19.2,-0.8000000000000007
6067,Office Supplies,Supplies,OFF-SU-10000898,80,90,8,3,2.6999999999999997,87.3,7.299999999999997
6068,Furniture,Chairs,FUR-CH-10000225,480,520,8,5,26.0,494.0,14.0
6069,Furniture,Furnishings,FUR-FU-10002191,10,10,1,2,0.2,9.8,-0.1999999999999993
6070,Technology,Machines,TEC-MA-10003176,290,340,1,2,6.8,333.2,43.19999999999999
6071,Office Supplies,Labels,OFF-LA-10004093,20,20,3,2,0.4,19.6,-0.3999999999999986
6072,Office Supplies,Storage,OFF-ST-10000025,130,150,2,2,3.0,147.0,17.0
6073,Office Supplies,Fasteners,OFF-FA-10001561,0,0,2,4,0.0,0.0,0.0
6074,Office Supplies,Supplies,OFF-SU-10001225,10,10,2,2,0.2,9.8,-0.1999999999999993
6075,Office Supplies,Binders,OFF-BI-10001718,140,150,3,3,4.5,145.5,5.5
6076,Office Supplies,Storage,OFF-ST-10002756,230,270,2,2,5.4,264.6,34.60000000000002
6077,Technology,Accessories,TEC-AC-10001432,400,470,6,4,18.8,451.2,51.19999999999999
6078,Technology,Accessories,TEC-AC-10003399,60,70,2,5,3.5,66.5,6.5
6079,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,3,0.3,9.7,-0.3000000000000007
6080,Furniture,Furnishings,FUR-FU-10004864,180,190,3,4,7.6000000000000005,182.4,2.4000000000000057
6081,Office Supplies,Storage,OFF-ST-10001172,130,150,9,3,4.5,145.5,15.5
6082,Furniture,Furnishings,FUR-FU-10002396,30,30,5,2,0.6,29.4,-0.6000000000000014
6083,Office Supplies,Binders,OFF-BI-10004040,10,10,6,3,0.3,9.7,-0.3000000000000007
6084,Office Supplies,Art,OFF-AR-10003481,20,20,9,3,0.6,19.4,-0.6000000000000014
6085,Technology,Accessories,TEC-AC-10000387,20,20,2,4,0.8,19.2,-0.8000000000000007
6086,Office Supplies,Labels,OFF-LA-10000262,0,0,1,4,0.0,0.0,0.0
6087,Office Supplies,Binders,OFF-BI-10003196,0,0,6,2,0.0,0.0,0.0
6088,Furniture,Furnishings,FUR-FU-10004351,20,30,3,5,1.5,28.5,8.5
6089,Office Supplies,Paper,OFF-PA-10001870,10,10,1,2,0.2,9.8,-0.1999999999999993
6090,Office Supplies,Binders,OFF-BI-10002813,0,0,2,5,0.0,0.0,0.0
6091,Furniture,Chairs,FUR-CH-10003846,220,270,3,4,10.8,259.2,39.19999999999999
6092,Technology,Accessories,TEC-AC-10002647,180,210,2,4,8.4,201.6,21.599999999999994
6093,Office Supplies,Paper,OFF-PA-10000807,30,40,9,4,1.6,38.4,8.399999999999999
6094,Technology,Accessories,TEC-AC-10001465,60,70,2,5,3.5,66.5,6.5
6095,Office Supplies,Storage,OFF-ST-10000615,40,50,4,2,1.0,49.0,9.0
6096,Office Supplies,Paper,OFF-PA-10002713,10,10,2,2,0.2,9.8,-0.1999999999999993
6097,Furniture,Chairs,FUR-CH-10003061,60,80,1,2,1.6,78.4,18.400000000000006
6098,Office Supplies,Binders,OFF-BI-10000343,10,10,3,2,0.2,9.8,-0.1999999999999993
6099,Office Supplies,Fasteners,OFF-FA-10000304,0,0,2,3,0.0,0.0,0.0
6100,Furniture,Chairs,FUR-CH-10004086,2570,2890,11,4,115.60000000000001,2774.4,204.4000000000001
6101,Technology,Phones,TEC-PH-10002885,1140,1300,2,3,39.0,1261.0,121.0
6102,Furniture,Chairs,FUR-CH-10001215,2140,2250,5,3,67.5,2182.5,42.5
6103,Technology,Phones,TEC-PH-10000215,90,100,3,3,3.0,97.0,7.0
6104,Technology,Accessories,TEC-AC-10001998,50,60,3,2,1.2,58.8,8.799999999999997
6105,Furniture,Tables,FUR-TA-10002356,250,310,2,2,6.2,303.8,53.80000000000001
6106,Office Supplies,Art,OFF-AR-10002399,10,10,4,4,0.4,9.6,-0.40000000000000036
6107,Office Supplies,Appliances,OFF-AP-10001563,20,20,2,2,0.4,19.6,-0.3999999999999986
6108,Technology,Accessories,TEC-AC-10004510,60,70,5,2,1.4000000000000001,68.6,8.599999999999994
6109,Office Supplies,Labels,OFF-LA-10001982,10,10,2,5,0.5,9.5,-0.5
6110,Office Supplies,Binders,OFF-BI-10004141,0,0,3,2,0.0,0.0,0.0
6111,Furniture,Chairs,FUR-CH-10004495,1180,1470,7,4,58.800000000000004,1411.2,231.20000000000005
6112,Office Supplies,Appliances,OFF-AP-10002311,100,110,2,4,4.4,105.6,5.599999999999994
6113,Office Supplies,Fasteners,OFF-FA-10000585,20,20,6,2,0.4,19.6,-0.3999999999999986
6114,Furniture,Chairs,FUR-CH-10000454,1320,1540,9,3,46.199999999999996,1493.8,173.79999999999995
6115,Furniture,Chairs,FUR-CH-10003746,360,450,2,5,22.5,427.5,67.5
6116,Office Supplies,Binders,OFF-BI-10003291,40,40,6,4,1.6,38.4,-1.6000000000000014
6117,Technology,Phones,TEC-PH-10002114,2170,2280,4,5,114.0,2166.0,-4.0
6118,Office Supplies,Labels,OFF-LA-10001569,10,10,3,4,0.4,9.6,-0.40000000000000036
6119,Technology,Phones,TEC-PH-10001425,160,190,3,5,9.5,180.5,20.5
6120,Office Supplies,Art,OFF-AR-10001915,20,20,3,4,0.8,19.2,-0.8000000000000007
6121,Furniture,Furnishings,FUR-FU-10004864,330,410,8,3,12.299999999999999,397.7,67.69999999999999
6122,Furniture,Bookcases,FUR-BO-10001972,60,70,2,5,3.5,66.5,6.5
6123,Office Supplies,Storage,OFF-ST-10000532,50,60,2,2,1.2,58.8,8.799999999999997
6124,Office Supplies,Paper,OFF-PA-10003883,20,20,4,4,0.8,19.2,-0.8000000000000007
6125,Technology,Accessories,TEC-AC-10003038,40,40,5,4,1.6,38.4,-1.6000000000000014
6126,Office Supplies,Paper,OFF-PA-10001593,10,10,2,3,0.3,9.7,-0.3000000000000007
6127,Office Supplies,Binders,OFF-BI-10002049,0,0,1,3,0.0,0.0,0.0
6128,Furniture,Chairs,FUR-CH-10003817,270,330,6,4,13.200000000000001,316.8,46.80000000000001
6129,Office Supplies,Binders,OFF-BI-10002353,50,50,4,4,2.0,48.0,-2.0
6130,Technology,Accessories,TEC-AC-10003116,40,50,3,2,1.0,49.0,9.0
6131,Office Supplies,Fasteners,OFF-FA-10003021,0,0,2,2,0.0,0.0,0.0
6132,Furniture,Chairs,FUR-CH-10004477,660,770,14,2,15.4,754.6,94.60000000000002
6133,Office Supplies,Paper,OFF-PA-10001033,140,160,5,5,8.0,152.0,12.0
6134,Furniture,Tables,FUR-TA-10004152,140,160,2,3,4.8,155.2,15.199999999999989
6135,Office Supplies,Art,OFF-AR-10002135,160,190,4,4,7.6000000000000005,182.4,22.400000000000006
6136,Technology,Accessories,TEC-AC-10000521,30,30,3,3,0.8999999999999999,29.1,-0.8999999999999986
6137,Office Supplies,Appliances,OFF-AP-10000026,60,70,6,2,1.4000000000000001,68.6,8.599999999999994
6138,Office Supplies,Paper,OFF-PA-10002986,30,30,6,5,1.5,28.5,-1.5
6139,Furniture,Bookcases,FUR-BO-10001337,180,210,2,3,6.3,203.7,23.69999999999999
6140,Office Supplies,Storage,OFF-ST-10000532,100,120,3,3,3.5999999999999996,116.4,16.400000000000006
6141,Office Supplies,Paper,OFF-PA-10001497,230,270,5,4,10.8,259.2,29.19999999999999
6142,Office Supplies,Storage,OFF-ST-10002554,170,200,4,3,6.0,194.0,24.0
6143,Technology,Phones,TEC-PH-10001336,210,260,2,2,5.2,254.8,44.80000000000001
6144,Office Supplies,Art,OFF-AR-10002987,110,120,6,5,6.0,114.0,4.0
6145,Office Supplies,Paper,OFF-PA-10000575,20,20,3,2,0.4,19.6,-0.3999999999999986
6146,Office Supplies,Art,OFF-AR-10003394,10,10,4,2,0.2,9.8,-0.1999999999999993
6147,Office Supplies,Art,OFF-AR-10003394,10,10,4,3,0.3,9.7,-0.3000000000000007
6148,Office Supplies,Binders,OFF-BI-10001191,30,40,2,5,2.0,38.0,8.0
6149,Technology,Phones,TEC-PH-10003484,190,200,2,3,6.0,194.0,4.0
6150,Furniture,Chairs,FUR-CH-10003968,320,340,6,4,13.6,326.4,6.399999999999977
6151,Furniture,Bookcases,FUR-BO-10001608,280,350,5,3,10.5,339.5,59.5
6152,Furniture,Bookcases,FUR-BO-10004218,1030,1200,10,3,36.0,1164.0,134.0
6153,Office Supplies,Storage,OFF-ST-10002485,80,90,4,4,3.6,86.4,6.400000000000006
6154,Furniture,Furnishings,FUR-FU-10001876,50,50,2,4,2.0,48.0,-2.0
6155,Office Supplies,Storage,OFF-ST-10002370,40,50,3,5,2.5,47.5,7.5
6156,Office Supplies,Storage,OFF-ST-10000142,290,330,1,4,13.200000000000001,316.8,26.80000000000001
6157,Furniture,Furnishings,FUR-FU-10004671,30,40,3,2,0.8,39.2,9.200000000000003
6158,Office Supplies,Envelopes,OFF-EN-10002504,60,80,3,4,3.2,76.8,16.799999999999997
6159,Technology,Accessories,TEC-AC-10004803,160,170,12,3,5.1,164.9,4.900000000000006
6160,Office Supplies,Storage,OFF-ST-10001932,650,770,4,4,30.8,739.2,89.20000000000005
6161,Technology,Phones,TEC-PH-10004667,280,320,3,3,9.6,310.4,30.399999999999977
6162,Office Supplies,Labels,OFF-LA-10000443,10,10,4,3,0.3,9.7,-0.3000000000000007
6163,Office Supplies,Storage,OFF-ST-10000918,30,30,3,5,1.5,28.5,-1.5
6164,Office Supplies,Binders,OFF-BI-10001196,30,30,5,4,1.2,28.8,-1.1999999999999993
6165,Furniture,Furnishings,FUR-FU-10003981,0,0,3,5,0.0,0.0,0.0
6166,Furniture,Furnishings,FUR-FU-10002508,20,20,3,3,0.6,19.4,-0.6000000000000014
6167,Technology,Accessories,TEC-AC-10002647,160,170,2,5,8.5,161.5,1.5
6168,Office Supplies,Paper,OFF-PA-10002377,110,120,3,5,6.0,114.0,4.0
